market,t_index,delta_ig,volume,regime
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2499,0.0033621729454875737,1.02564,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2501,0.0033935147415883327,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2503,0.0033935147415883327,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2513,0.0033935147415883327,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2532,0.0068849014290525146,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2558,0.0032732914595547946,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2564,0.0032732914595547946,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2576,0.009907123356810654,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2579,0.0033021101552648258,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2580,0.003331721741991034,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2589,0.0032732914595547946,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2593,0.0032732914595547946,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2597,0.00657540161481962,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2599,0.0032732914595547946,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2602,0.009907123356810654,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2647,0.02586622642225589,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2666,0.0033621729454875737,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2698,0.0033021101552648258,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2746,0.00630483598397813,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2752,0.003139700284107927,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2753,0.003165135699870203,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2756,0.003165135699870203,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2763,0.2906371506781643,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2765,0.013209867355884586,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2767,0.01580427125759959,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2769,0.0079741454282784,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2774,0.02045501918026882,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2784,0.018036334548806487,15.133871,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2785,0.012572839530873542,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2786,0.0265380790171747,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2788,0.003422539321603968,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2791,0.13149311849006184,20.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2793,0.007894677914124015,39.44444,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2794,0.026728214300710262,491.344475,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2796,0.11527375097796916,399.301025,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2797,0.010471874219037558,433.49,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2802,0.007969902415848606,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2803,0.01640576297853258,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2804,0.025849167942731732,21.739129,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2805,0.008970210802117018,160.612011,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2806,0.009158135076319351,38.26,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2807,0.046319833743350414,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2808,0.005173446334170995,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2812,0.012745516346228725,16.008536,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2814,0.0025944039017150033,49.99,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2816,0.0052043751785008086,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2822,0.0025944039017150033,64.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2830,0.0019504920696031824,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2834,0.0019504920696031824,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2835,0.009891854334742767,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2839,0.07228184608933563,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2841,0.009353553902255896,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2843,0.004701699165022499,0.0,activity_bin_2
