regime,n,IG_final_mean,IG_final_median,IG_final_q90,total_volume_median,H(Y)_bound
activity_bin_1,17,0.6819276264457139,0.6931323650498874,0.6931323650498874,126261.89199,0.6931471805599453
activity_bin_2,16,0.6912450351401082,0.6931323650498874,0.6931323650498874,252848.29299250004,0.6931471805599453
activity_bin_3,17,0.6749000469357207,0.693132365049887,0.6931323650498874,15949730.349987999,0.6931471805599453
